05|001|I10X|0|0|0|0|0|0|1|4|2|6|18|10|28|21|61|24|133|62|178|82|204|103|327|124|756|315|2459
05|001|Z000|6|4|6|6|8|18|34|27|17|5|28|9|28|9|25|19|28|25|66|19|64|20|86|22|187|78|844
05|001|E119|0|0|0|0|0|0|0|0|0|0|2|2|7|7|10|10|9|9|45|23|77|38|100|49|203|105|696
05|001|Z713|4|2|5|8|9|12|29|7|14|0|14|9|24|4|25|5|32|7|51|16|49|15|57|20|127|38|583
05|001|E785|0|0|0|0|0|0|0|0|3|0|3|2|9|13|14|15|32|20|58|23|72|27|74|34|136|40|575
05|001|M545|0|0|0|0|0|1|11|5|13|6|19|9|18|12|20|13|33|15|66|24|54|14|57|35|90|24|539
05|001|E039|0|0|1|0|3|0|18|1|8|1|12|3|32|0|28|4|30|2|45|6|42|9|57|14|158|35|509
05|001|E109|0|0|0|0|1|0|0|6|2|1|5|0|7|4|7|4|22|12|29|19|30|36|53|49|106|79|472
05|001|Z269|6|2|5|8|1|3|16|7|8|3|21|12|25|5|15|8|27|12|33|13|41|17|39|18|56|28|429
05|001|M255|0|1|1|0|6|3|1|1|5|2|15|5|17|2|25|3|39|5|37|11|34|21|36|14|70|22|376
05|001|Y848|0|1|1|0|1|1|9|6|3|0|2|6|12|3|12|9|15|4|21|3|31|18|41|19|84|53|355
05|001|F412|0|0|0|0|18|5|21|8|12|2|18|5|21|9|16|4|41|2|34|8|20|4|29|13|37|6|333
05|001|K051|2|11|14|13|15|14|20|8|9|3|12|3|20|7|13|9|16|6|18|8|29|11|13|8|25|12|319
05|001|M179|0|0|0|0|1|0|0|0|1|0|0|0|3|0|7|2|30|8|27|0|23|5|50|18|116|26|317
05|001|M751|0|0|0|0|1|0|0|3|0|0|3|1|8|6|12|2|15|8|28|9|47|13|46|11|80|18|311
05|001|N40X|0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|9|0|10|0|37|0|52|0|73|0|112|298
05|001|Z108|0|0|2|0|0|1|29|15|7|6|8|4|14|1|6|2|11|4|10|9|22|14|17|20|42|21|265
05|001|Z012|4|5|5|4|9|7|24|24|12|5|6|6|7|10|4|6|12|4|12|8|6|9|10|3|22|15|239
05|001|Z504|1|3|2|3|2|1|6|4|1|1|2|3|2|0|2|2|8|0|5|6|17|6|27|19|68|34|225
05|001|N390|1|0|2|0|3|0|11|2|5|0|10|1|13|5|12|0|12|2|9|4|20|6|20|8|59|19|224
05|266|I10X|0|0|0|0|0|0|0|0|0|0|0|1|4|2|3|1|11|4|17|7|33|16|64|26|146|50|385
05|266|Z000|0|0|0|0|0|2|0|0|0|1|0|1|1|6|2|0|11|4|18|3|14|10|33|26|58|28|218
05|266|E119|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|8|5|10|6|22|13|46|30|141
05|266|Z713|0|1|1|1|2|2|0|0|1|0|2|0|2|2|1|1|6|1|6|4|9|6|29|5|24|11|117
05|266|K038|0|0|1|0|0|0|0|0|1|0|2|1|1|5|3|1|6|0|11|5|14|10|22|3|21|9|116
05|266|E785|0|0|0|0|0|0|0|0|0|0|1|0|2|0|0|0|4|1|8|6|13|5|19|4|32|7|102
05|266|M545|0|0|0|0|0|0|2|0|2|0|0|2|1|1|2|1|6|4|6|7|12|6|12|4|18|9|95
05|266|E109|0|0|0|0|0|0|3|0|0|0|0|0|1|1|0|1|0|1|2|5|6|3|12|8|20|7|70
05|266|Z012|1|2|2|1|0|2|1|0|3|1|3|1|1|0|2|0|1|0|3|1|5|6|8|7|10|8|69
05|266|E039|0|0|1|0|2|0|2|3|2|0|2|0|3|0|3|0|6|4|4|0|6|1|12|0|9|7|67
05|266|Z108|0|0|0|0|2|1|2|1|0|1|2|1|2|1|5|0|4|1|1|3|8|2|6|3|9|3|58
05|266|F412|0|0|0|0|1|0|2|1|3|1|1|0|1|0|4|4|1|0|6|3|9|1|5|1|12|2|58
05|266|I872|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|4|0|7|0|3|5|5|0|23|6|55
05|266|M255|0|0|0|0|0|1|2|0|1|0|0|0|2|0|3|1|8|0|6|0|5|0|6|1|7|3|46
05|266|K589|0|0|0|1|1|0|1|1|0|0|0|0|2|0|1|1|3|0|6|0|3|0|8|0|8|1|37
05|266|N40X|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0|2|0|10|1|18|35
05|266|M179|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|3|0|7|4|10|3|30
05|266|M199|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|2|0|4|0|0|1|4|0|13|3|30
05|266|N390|0|0|0|0|1|0|4|0|1|0|0|0|1|0|1|0|1|0|1|0|3|0|2|1|11|3|30
05|266|C509|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|6|0|1|0|0|0|8|0|12|0|30
05|088|I10X|0|0|0|0|0|0|0|0|0|0|2|1|6|2|10|6|15|10|25|10|35|10|33|17|49|32|263
05|088|Z713|0|0|1|1|3|0|6|4|1|1|5|4|4|4|10|4|10|6|18|5|19|3|22|12|30|20|193
05|088|K051|4|5|2|6|4|2|10|6|3|2|3|4|12|6|8|2|5|7|15|4|6|2|1|5|7|6|137
05|088|E119|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|2|1|7|7|4|20|16|20|8|30|16|136
05|088|Z008|0|0|0|2|3|0|7|2|1|0|4|3|4|2|8|3|8|3|11|5|14|2|15|7|16|11|131
05|088|Z108|0|0|0|0|0|0|2|3|4|1|1|1|4|2|4|2|10|5|13|1|10|3|16|8|18|13|121
05|088|S025|0|0|0|0|0|1|2|1|2|2|1|3|4|1|3|1|8|4|6|2|10|4|6|4|7|4|76
05|088|M545|0|0|0|0|0|0|4|1|2|1|4|1|6|1|6|2|13|0|4|0|7|3|5|2|10|4|76
05|088|M179|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|0|0|5|1|10|0|14|3|12|2|50
05|088|F412|0|0|0|0|2|1|7|5|3|0|0|0|5|3|6|0|1|0|3|1|4|1|6|1|0|1|50
05|088|E109|0|0|0|0|0|0|0|0|0|0|2|0|3|1|0|0|1|2|3|2|5|5|3|4|10|5|46
05|088|M255|0|0|0|0|0|0|1|0|1|2|3|3|4|3|4|1|4|0|2|1|1|1|4|0|6|2|43
05|088|K021|0|0|0|0|3|0|2|1|1|0|5|1|6|3|1|1|4|0|1|4|3|0|1|2|0|3|42
05|088|E039|0|0|1|1|0|0|2|1|2|0|4|0|4|0|6|0|4|1|5|0|2|0|3|0|5|0|41
05|088|M751|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|4|1|8|2|10|1|4|0|4|0|40
05|088|E785|0|0|0|0|0|0|0|1|0|0|1|0|1|1|2|0|6|3|3|3|3|1|6|1|6|2|40
05|088|Z504|0|0|0|3|4|1|2|1|1|0|0|0|0|1|1|0|2|0|2|4|3|0|3|0|4|4|36
05|088|K031|0|0|0|0|0|0|1|0|1|0|0|1|5|1|1|2|1|1|5|1|5|2|0|0|6|3|36
05|088|R51X|0|0|0|2|0|0|3|0|2|1|2|1|3|0|2|1|3|2|4|0|0|2|3|0|4|0|35
05|088|Z269|0|0|0|0|0|1|1|1|0|0|1|1|2|1|5|0|3|0|4|0|4|3|2|0|5|0|34
05|360|I10X|0|0|0|0|0|0|0|1|1|0|3|1|6|2|14|4|13|3|23|10|22|5|24|20|102|41|295
05|360|Z000|1|0|0|2|1|0|3|7|7|1|4|1|17|4|4|6|15|5|14|12|12|9|18|15|25|11|194
