1|10|0|0|0|0|0|0|0|0|0|0|0|0|0
2|2|1|1|0|0|0|0|0|0|0|0|0|0|2
3|5|0|0|0|0|0|0|0|0|0|0|0|0|0
4|3|0|0|1|0|0|0|0|0|0|0|0|0|1
5|3|0|0|0|0|0|0|0|0|0|0|0|0|0
6|2|0|1|0|0|0|0|0|0|0|0|0|0|1
7|3|0|0|0|0|0|0|0|0|0|0|0|0|0
8|4|0|0|0|0|0|0|0|0|0|0|0|0|0
9|4|0|0|0|0|0|0|0|0|0|0|0|0|0
10|5|0|0|0|0|0|0|0|0|0|0|0|0|0
11|2|0|0|0|0|0|0|0|0|0|0|0|0|0
12|10|0|0|0|0|0|0|0|0|0|0|0|0|0
13|2|0|0|0|0|0|0|0|0|0|0|0|0|0
14|4|1|0|3|0|0|0|0|0|0|0|0|0|4
15|4|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2|0|0|0|0|0|0|0|0|0|0|0|0|0
17|6|0|0|0|0|0|0|0|0|0|0|0|0|0
18|6|0|0|0|0|0|0|0|0|0|0|0|0|0
19|10|0|0|0|0|0|0|0|0|0|0|0|0|0
20|10|0|0|0|0|0|0|0|0|0|0|0|0|0
21|10|0|0|0|0|0|0|0|0|0|0|0|0|0
22|2|1|1|1|0|0|0|0|0|0|0|0|0|3
23|5|0|0|0|0|0|0|0|0|0|0|0|0|0
24|6|0|0|0|0|0|0|0|0|0|0|0|0|0
25|8|0|0|0|0|0|0|0|0|0|0|0|0|0
26|4|0|0|0|0|0|0|0|0|0|0|0|0|0
27|10|0|0|0|0|0|0|0|0|0|0|0|0|0
28|5|0|0|0|0|0|0|0|0|0|0|0|0|0
29|1|3|3|1|0|0|0|0|0|0|0|0|0|7
30|1|0|0|0|0|0|0|0|0|0|0|0|0|0
31|6|1|0|0|0|0|0|0|0|0|0|0|0|1
32|2|1|1|1|0|0|0|0|0|0|0|0|0|3
33|2|1|0|0|0|0|0|0|0|0|0|0|0|1
34|2|1|0|2|0|0|0|0|0|0|0|0|0|3
35|5|0|0|0|0|0|0|0|0|0|0|0|0|0
36|5|0|0|0|0|0|0|0|0|0|0|0|0|0
37|5|0|0|0|0|0|0|0|0|0|0|0|0|0
38|5|0|0|0|0|0|0|0|0|0|0|0|0|0
39|5|0|0|0|0|0|0|0|0|0|0|0|0|0
40|5|2|0|0|0|0|0|0|0|0|0|0|0|2
41|5|0|0|0|0|0|0|0|0|0|0|0|0|0
42|5|0|0|0|0|0|0|0|0|0|0|0|0|0
43|4|1|0|0|0|0|0|0|0|0|0|0|0|1
44|4|0|0|0|0|0|0|0|0|0|0|0|0|0
45|4|0|0|0|0|0|0|0|0|0|0|0|0|0
46|7|0|0|0|0|0|0|0|0|0|0|0|0|0
47|10|0|1|1|0|0|0|0|0|0|0|0|0|2
48|2|0|0|0|0|0|0|0|0|0|0|0|0|0
49|5|1|0|0|0|0|0|0|0|0|0|0|0|1
50|4|0|0|0|0|0|0|0|0|0|0|0|0|0
51|4|0|0|0|0|0|0|0|0|0|0|0|0|0
52|4|6|9|1|0|0|0|0|0|0|0|0|0|16
53|4|0|0|0|0|0|0|0|0|0|0|0|0|0
54|4|1|1|0|0|0|0|0|0|0|0|0|0|2
55|6|0|0|0|0|0|0|0|0|0|0|0|0|0
56|6|0|0|0|0|0|0|0|0|0|0|0|0|0
57|6|0|0|0|0|0|0|0|0|0|0|0|0|0
58|6|0|0|0|0|0|0|0|0|0|0|0|0|0
59|4|0|0|0|0|0|0|0|0|0|0|0|0|0
60|8|2|0|1|0|0|0|0|0|0|0|0|0|3
61|8|0|0|0|0|0|0|0|0|0|0|0|0|0
62|8|0|0|0|0|0|0|0|0|0|0|0|0|0
63|8|0|0|0|0|0|0|0|0|0|0|0|0|0
64|4|0|0|0|0|0|0|0|0|0|0|0|0|0
65|6|0|0|0|0|0|0|0|0|0|0|0|0|0
66|6|0|0|0|0|0|0|0|0|0|0|0|0|0
67|10|0|0|0|0|0|0|0|0|0|0|0|0|0
68|10|0|0|0|0|0|0|0|0|0|0|0|0|0
69|3|0|0|0|0|0|0|0|0|0|0|0|0|0
70|3|0|0|0|0|0|0|0|0|0|0|0|0|0
71|6|0|0|0|0|0|0|0|0|0|0|0|0|0
72|1|0|0|0|0|0|0|0|0|0|0|0|0|0
73|1|0|0|0|0|0|0|0|0|0|0|0|0|0
74|6|0|0|0|0|0|0|0|0|0|0|0|0|0
75|6|0|0|0|0|0|0|0|0|0|0|0|0|0
76|6|0|0|0|0|0|0|0|0|0|0|0|0|0
77|6|0|0|0|0|0|0|0|0|0|0|0|0|0
78|7|0|0|0|0|0|0|0|0|0|0|0|0|0
79|7|0|0|0|0|0|0|0|0|0|0|0|0|0
80|7|0|3|2|0|0|0|0|0|0|0|0|0|5
81|6|1|2|1|0|0|0|0|0|0|0|0|0|4
82|9|0|1|2|0|0|0|0|0|0|0|0|0|3
83|8|3|3|0|0|0|0|0|0|0|0|0|0|6
84|8|0|0|1|0|0|0|0|0|0|0|0|0|1
85|8|0|0|1|0|0|0|0|0|0|0|0|0|1
86|4|0|0|0|0|0|0|0|0|0|0|0|0|0
87|4|0|0|0|0|0|0|0|0|0|0|0|0|0
88|10|0|0|0|0|0|0|0|0|0|0|0|0|0
89|6|2|0|2|0|0|0|0|0|0|0|0|0|4
90|8|0|0|0|0|0|0|0|0|0|0|0|0|0
91|8|0|0|0|0|0|0|0|0|0|0|0|0|0
92|8|0|0|0|0|0|0|0|0|0|0|0|0|0
93|8|0|0|0|0|0|0|0|0|0|0|0|0|0
94|4|0|0|0|0|0|0|0|0|0|0|0|0|0
95|4|0|0|0|0|0|0|0|0|0|0|0|0|0
96|8|0|0|0|0|0|0|0|0|0|0|0|0|0
97|8|0|0|0|0|0|0|0|0|0|0|0|0|0
98|6|0|0|0|0|0|0|0|0|0|0|0|0|0
99|4|0|0|0|0|0|0|0|0|0|0|0|0|0
100|10|0|0|0|0|0|0|0|0|0|0|0|0|0
101|10|0|0|0|0|0|0|0|0|0|0|0|0|0
